FID,the_geom,FIELD_ID,FLD_NAME,FLD_NAME2,REG_CODE,REG_NAME,COUNTRY,STATE,LAT_DD,LON_DD,LOC_ACCY,ON_OFF_LOC,DISC_YR,FIELD_TYPE,SIZE_CLASS,EUR_MMBOE,RSVS_MMBOE,EURO_MMBO,EURG_TCFG,EURC_MMBO,HL10_MMBOE,HL20_MMBOE,HL50_MMBOE,PRV_USGS_C,PRV_USGS_N,BSN_TELL_C,BSN_TELL_N,BSN_BALLY,RSVR_NAME,RSVR_LITH1,RSVR_LITH2,ERA,SYSTEM,SERIES,STAGE,AGE_CODE,RSVR_DEPFT,RSVR_DEPKM,TRAP_CLASS,TRAP_TYPE,TRAP_DESC,REFERENCES,COMMENTS
giant_oil_and_gas_fields_of_the_world_co_yxz.297,POINT (-92.730557 19.39722),295,Cantarell,"Includes Akal, Nohoch, Chac, Kutz, and Sihil",A,NORTH AMERICA,Mexico,Mexico - Bay Of Campeche,19.39722,-92.730557,B,Offshore,1977,Oil,Supergiant,18375.593,7559.411,16337.644,9.196,269.8,2829,7210.031,12639.202,5304,Saline-Comalcalco Basin,BS000000264,SALINAS - SURESTE,TYPE 2,,MIXED,dolomitic breccia,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,3281,1,Structural,Anticline,,"2, 3, 337, 437",
giant_oil_and_gas_fields_of_the_world_co_yxz.298,POINT (12.05 -5.416667),296,Malongo West,,F,AFRICA,Angola,,-5.416667,12.05,B,Offshore,1969,Oil,Giant,800,267.053,800,-99999.99,-99999.99,70.747,237.903,492.509,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,MIXED,sandstone and carbonates,Mesozoic,Cretaceous,,,MZ_CT,5000,1.52,Structural,Anticline,,"2, 152, 155, 853",
giant_oil_and_gas_fields_of_the_world_co_yxz.299,POINT (-96.599686 35.210014),297,Seminole,,A,NORTH AMERICA,United States,USA - Oklahoma,35.210014,-96.599686,A,Onshore,1926,Oil,Giant,822,112.544,822,-99999.99,-99999.99,3.693,55.094,278.846,5060,Cherokee Platform,BS000000371,ANADARKO - HUGOTON,TYPE 2,,MIXED,sandstone and limestone,Paleozoic,Silurian,Pridoli,,PZ_SI_PRI,4400,1.34,Structural,Anticline,,"1, 34",
giant_oil_and_gas_fields_of_the_world_co_yxz.300,POINT (11.516667 -5.3),298,N'Kossa Marine,,F,AFRICA,Congo (Brazzaville),,-5.3,11.516667,B,Offshore,1983,Oil,Giant,500,243.974,500,-99999.99,-99999.99,116.665,241.521,373.735,7203,West-central Coastal,BS000000049,LOWER CONGO,TYPE 1,,MIXED,siliciclastic and carbonate,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,Anticline,Complex turtle-shaped feature,"38, 53",
giant_oil_and_gas_fields_of_the_world_co_yxz.301,POINT (46.1751 31.9527),299,Rafidain,,E,MIDDLE EAST,Iraq,,31.9527,46.1751,B,Onshore,1984,Oil,Giant,690,346.852,690,-99999.99,-99999.99,172.551,345.051,522.953,2024,Mesopotamian Foredeep Basin,BS000000038,WIDYAN - NORTH ARABIAN GULF,TYPE 1,,MIXED,carbonates and sandstone,Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,12516,3.82,Structural,Anticline,Elongated anticline 26km Long,"1145, 1146",
giant_oil_and_gas_fields_of_the_world_co_yxz.302,POINT (-120.666667 34.5),300,Point Arguello,,A,NORTH AMERICA,United States,USA - California,34.5,-120.666667,B,Onshore,1981,Oil,Giant,500,230.145,500,-99999.99,-99999.99,101.566,225.351,363.518,5092,Central California OCS,BS000000720,SANTA MARIA,TYPE 3,,MIXED,"fractured cherts, porcelanites, siliceous mudstones, and dolostones",Cenozoic,Neogene,Miocene,,CZ_NG_MIO,-99999.99,-99999.99,Structural,Fractures,"Fractures, Diagenetic, Anticline","2, 568",
giant_oil_and_gas_fields_of_the_world_co_yxz.303,POINT (-102.898214 31.38115),301,South Sand Belt,Ward Estes,A,NORTH AMERICA,United States,USA - Texas,31.38115,-102.898214,A,Onshore,1926,Oil,Giant,900,123.224,900,-99999.99,-99999.99,4.043,60.322,305.306,5044,Permian Basin,BS000000609,MIDLAND - PERMIAN,TYPE 2,,MIXED,"dolomite, sandstone",Paleozoic,Permian,Cisuralian,,PZ_PR_CIS,3000,0.91,Structural,Anticline,Structural closure,"2, 38, 403",
giant_oil_and_gas_fields_of_the_world_co_yxz.320,POINT (-91.166667 29.666667),318,Bateman Lake,,A,NORTH AMERICA,United States,USA - Louisiana,29.666667,-91.166667,B,Onshore,1937,Gas,Giant,575,96.379,75,3,-99999.99,5.536,56.42,227.182,5047,Western Gulf,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,9750,2.97,Structural,Anticline,,"2, 361",
giant_oil_and_gas_fields_of_the_world_co_yxz.304,POINT (-43.510735 -25.555147),302,Carioca-Sugar Loaf,Blocks BM-S-8&9,B,CENTRAL AND SOUTH AMERICA,Brazil,,-25.555147,-43.510735,B,Offshore,2007,Oil,Giant,3000,3000,1500,-99999.99,1500,3000,3000,3000,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,Guaratiba,MIXED,"lacustrine carbonates and associated coastal plain, fluvial and shallow marine clastic and carbonate facies",Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,21876,6.67,Structural,Fault Block,"Tilted fault blocks, horsts and grabens that are overlain and sealed by salt.",1138,
giant_oil_and_gas_fields_of_the_world_co_yxz.305,POINT (-39.9 -18.8),303,Guara,Deepwater block BM-S-9,B,CENTRAL AND SOUTH AMERICA,Brazil,,-18.8,-39.9,C,Offshore,2008,Oil,Giant,1500,1500,1500,-99999.99,-99999.99,1500,1500,1500,6034,Espirito Santo Basin,BS000000045,ESPIRITO SANTO,TYPE 1,Guaratiba,MIXED,"lacustrine carbonates and associated coastal plain, fluvial and shallow marine clastic and carbonate facies",Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,16404,5,Structural,Fault Block,"Tilted fault blocks, horsts and grabens that are overlain and sealed by salt.","1181, 1182, 1183, 1184, 1193",
giant_oil_and_gas_fields_of_the_world_co_yxz.306,POINT (-42.447365 -25.507197),304,Jupiter,Block BMS-S-24,B,CENTRAL AND SOUTH AMERICA,Brazil,,-25.507197,-42.447365,B,Offshore,2008,Oil,Giant,3000,3000,1500,-99999.99,1500,3000,3000,3000,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,Guaratiba,MIXED,"lacustrine carbonates and associated coastal plain, fluvial and shallow marine clastic and carbonate facies",Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,Fault Block,"Tilted fault blocks, horsts and grabens that are overlain and sealed by salt.",1138,
giant_oil_and_gas_fields_of_the_world_co_yxz.307,POINT (-42.795377 -25.277039),305,Tupi,Block BM-S-11,B,CENTRAL AND SOUTH AMERICA,Brazil,,-25.277039,-42.795377,B,Offshore,2007,Oil,Supergiant,6500,6500,3250,-99999.99,3250,6500,6500,6500,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,Guaratiba,MIXED,"lacustrine carbonates and associated coastal plain, fluvial and shallow marine clastic and carbonate facies",Mesozoic,Cretaceous,Lower Cretaceous,,MZ_CT_L,-99999.99,-99999.99,Structural,Fault Block,"Tilted fault blocks, horsts and grabens that are overlain and sealed by salt.","1133, 1134, 1135, 1136, 1137, 1138, 1191",
giant_oil_and_gas_fields_of_the_world_co_yxz.308,POINT (-90.2 27.283333),306,Mad Dog,,A,NORTH AMERICA,United States,USA - Gulf of Mexico Deepwater,27.283333,-90.2,B,Offshore,1998,Oil,Giant,500,398.717,500,-99999.99,-99999.99,329.906,406.144,460.102,5097,Gulf Cenozoic OCS,BS000000260,EAST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,submarine fan sandstone,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,22410,6.83,Structural,Anticline,Structural closure,"240, 241, 242, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.309,POINT (109.333333 17.666667),307,Yacheng,,G,ASIA AND OCEANIA,China,,17.666667,109.333333,B,Offshore,1983,Gas,Giant,600.333,292.931,-99999.99,3.598,1,140.076,289.987,448.732,3136,Qiongdongnan Basin,BS000000694,QIONGDONGNAN,TYPE 3,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,11647,3.55,Stratigraphic,Sub-unconformity,Angular unconformity,"3, 38, 252, 253",
giant_oil_and_gas_fields_of_the_world_co_yxz.329,POINT (-72.396536 5.337611),327,Volcanera,,B,CENTRAL AND SOUTH AMERICA,Colombia,,5.337611,-72.396536,B,Onshore,1993,Gas,Giant,1083.333,725.205,-99999.99,5,250,505.475,739.998,930.143,6096,Llanos Basin,BS000000132,LLANOS,TYPE 2,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,18520,5.65,Structural,Anticline,,"3, 4, 38, 264, 875",
giant_oil_and_gas_fields_of_the_world_co_yxz.310,POINT (-71.75 10.01313),308,Lama,,B,CENTRAL AND SOUTH AMERICA,Venezuela,,10.01313,-71.75,B,Onshore,1957,Oil,Giant,709.57,178.816,709.57,-99999.99,-99999.99,27.318,139.227,369.902,6099,Maracaibo Basin,BS000000136,MARACAIBO,TYPE 2,,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,9000,2.74,Structural,Anticline,"Anticlinal wrench-fault structure with fractured limestones, fault-bounded segments, unconformity truncations, and pinch-outs","1, 3, 38, 575, 975",
giant_oil_and_gas_fields_of_the_world_co_yxz.311,POINT (-72.612944 11.869872),309,Chuchupa,Abilena; Riohacha,B,CENTRAL AND SOUTH AMERICA,Colombia,,11.869872,-72.612944,B,Offshore,1973,Gas,Giant,583.333,215.639,-99999.99,3.5,-99999.99,68.065,199.26,379.593,6095,Guajira Basin,BS000000324,GUAJIRA,TYPE 2,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,6000,1.83,Structural,Anticline,,"2, 258",
giant_oil_and_gas_fields_of_the_world_co_yxz.312,POINT (107.95 18.61768),310,Dongfang,,G,ASIA AND OCEANIA,China,,18.61768,107.95,B,Offshore,1992,Gas,Giant,590,381.915,-99999.99,3.54,-99999.99,256.858,389.289,499.597,3159,Yinggehai Basin,BS000000109,BAC BO - YINGGEHAI,TYPE 3,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,4213,1.28,Structural,Anticline,,"3, 223, 224, 684",
giant_oil_and_gas_fields_of_the_world_co_yxz.313,POINT (91.379003 23.002664),311,Feni,,G,ASIA AND OCEANIA,Bangladesh,,23.002664,91.379003,A,Onshore,1980,Gas,Giant,548.333,245.272,0,3.29,-99999.99,103.926,238.718,393.171,8047,Ganges-Brahmaputra Delta,BS000000166,TRIPURA - CACHAR FOLDBELT - BENGAL,TYPE 3,,SANDSTONE,,Cenozoic,Neogene,Pliocene,Piacenzian,CZ_NG_PLI_PIAC,9160,2.79,Structural,Anticline,,"2, 180",
giant_oil_and_gas_fields_of_the_world_co_yxz.314,POINT (-61.233333 11.166667),312,KK 4-2,Poinsettia,B,CENTRAL AND SOUTH AMERICA,Trinidad and Tobago,,11.166667,-61.233333,B,Offshore,1975,Gas,Giant,500,194.858,-99999.99,3,-99999.99,67.014,183.05,334.51,6103,Tobago Trough,BS000000335,TOBAGO,TYPE 3,,SANDSTONE,argillaceous sandstone,Cenozoic,Neogene,Pliocene,Zanclean,CZ_NG_PLI_ZANC,7703,2.35,Structural,Anticline,,"3, 454",
giant_oil_and_gas_fields_of_the_world_co_yxz.315,POINT (-62.566667 11.066667),313,Patao,,B,CENTRAL AND SOUTH AMERICA,Venezuela,,11.066667,-62.566667,B,Offshore,1979,Gas,Giant,1666.667,724.737,-99999.99,10,-99999.99,294.736,700.876,1178.598,6103,Tobago Trough,BS000000335,TOBAGO,TYPE 3,,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Zanclean,CZ_NG_PLI_ZANC,6900,2.1,Structural,Anticline,,"3, 449, 450",
giant_oil_and_gas_fields_of_the_world_co_yxz.316,POINT (-60.544425 9.986919),314,Red Mango,Columbus Basin,B,CENTRAL AND SOUTH AMERICA,Trinidad and Tobago,,9.986919,-60.544425,B,Offshore,2000,Gas,Giant,590,506.328,-99999.99,3,90,447.163,513.64,558.181,6098,East Venezuela Basin,BS000000320,COLUMBUS,TYPE 2,,SANDSTONE,sand,Cenozoic,Neogene,Pliocene,Zanclean,CZ_NG_PLI_ZANC,12500,3.81,Structural,Anticline,,"451, 452, 453, 879",
giant_oil_and_gas_fields_of_the_world_co_yxz.317,POINT (117.4 -0.45),315,Nilam,Kalimantan,G,ASIA AND OCEANIA,Indonesia,,-0.45,117.4,A,Onshore,1974,Gas,Giant,610.392,231.643,5.32,3.131,83,76.333,215.854,402.744,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,,SANDSTONE,quartzose sandstone,Cenozoic,Neogene,Miocene,Tortonian,CZ_NG_MIO_TORT,7500,2.29,Structural,Anticline,,"2, 3, 191, 303, 1031",
giant_oil_and_gas_fields_of_the_world_co_yxz.318,POINT (117.43333 -0.33333),316,Badak,,G,ASIA AND OCEANIA,Indonesia,,-0.33333,117.43333,A,Onshore,1972,Gas,Giant,548.113,197.43,4.08,2.704,93,59.673,180.853,351.765,3817,Kutei Basin,BS000000229,KUTEI,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,Tortonian,CZ_NG_MIO_TORT,5500,1.68,Structural,Anticline,,"2, 3, 303, 939, 1031",
giant_oil_and_gas_fields_of_the_world_co_yxz.319,POINT (32.5 32),317,El Temsah,,F,AFRICA,Egypt,,32,32.5,B,Offshore,1977,Gas,Giant,750.5,308.743,0.5,4.5,-99999.99,115.543,294.474,516.213,2032,Levantine Basin,BS000000009,NILE DELTA,TYPE 1,,SANDSTONE,sand,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,12500,3.81,Structural,Anticline,,"3, 275, 930",
giant_oil_and_gas_fields_of_the_world_co_yxz.321,POINT (-120.25 36.083333),319,Kettleman Hills North Dome,,A,NORTH AMERICA,United States,USA - California,36.083333,-120.25,B,Onshore,1928,Gas,Giant,951.955,135.101,460.288,2.95,-99999.99,4.912,68.383,332.007,5010,San Joaquin Basin,BS000000714,SAN JOAQUIN,TYPE 3,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,7200,2.2,Structural,Anticline,,"1, 2, 6, 426",
giant_oil_and_gas_fields_of_the_world_co_yxz.322,POINT (102.333333 7.416667),320,Bongkot,,G,ASIA AND OCEANIA,Thailand,,7.416667,102.333333,B,Offshore,1973,Gas,Giant,769.173,284.338,-99999.99,4.251,61,89.749,262.74,500.524,3703,Malay Basin,BS000000117,MALAY,TYPE 3,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,3000,0.91,Structural,Anticline,,"3, 38, 79, 558, 559",
giant_oil_and_gas_fields_of_the_world_co_yxz.323,POINT (114.14426 4.69752),321,Ampa Southwest,,G,ASIA AND OCEANIA,Brunei,,4.69752,114.14426,B,Offshore,1963,Gas,Giant,1291.587,373.018,124.92,7,-99999.99,75.364,311.992,731.697,3701,Baram Delta/Brunei-Sabah Basin,BS000000110,BARAM DELTA,TYPE 1,,SANDSTONE,sand,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,7700,2.35,Structural,Anticline,,"1, 2, 3, 187, 188",
giant_oil_and_gas_fields_of_the_world_co_yxz.324,POINT (35.25 27.833333),322,Barqan,,E,MIDDLE EAST,Saudi Arabia,,27.833333,35.25,B,Offshore,1969,Gas,Giant,833.333,278.18,250,3.5,-99999.99,73.695,247.815,513.03,2071,Red Sea Basin,BS000000291,RED SEA,TYPE 1,,SANDSTONE,,Cenozoic,Neogene,Miocene,,CZ_NG_MIO,6400,1.95,Structural,Anticline,,"1, 2, 789, 790",
giant_oil_and_gas_fields_of_the_world_co_yxz.325,POINT (-63.7 9.4),323,Santa Barbara,,B,CENTRAL AND SOUTH AMERICA,Venezuela,,9.4,-63.7,B,Onshore,1941,Gas,Giant,2378.303,430.499,691.97,10.118,-99999.99,30.212,268.055,993.23,6098,East Venezuela Basin,BS000000330,MATURIN,TYPE 2,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,15594,4.75,Structural,Anticline,,"3, 38, 592",
giant_oil_and_gas_fields_of_the_world_co_yxz.326,POINT (-95.75 28.916667),324,Old Ocean,,A,NORTH AMERICA,United States,USA - Texas,28.916667,-95.75,B,Onshore,1934,Gas,Giant,962.333,152.453,129,5,-99999.99,7.526,85.103,364.731,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,10300,3.14,Structural,Anticline,,"1, 2, 350",
giant_oil_and_gas_fields_of_the_world_co_yxz.327,POINT (41.95 45.216667),325,Severo Stavropol,Pelagiada,D,EASTERN EUROPE AND FORMER USSR,Russia,,45.216667,41.95,B,Onshore,1950,Gas,Giant,1333.333,289.227,-99999.99,8,-99999.99,31.603,205.272,630.805,1109,Middle Caspian Basin,BS000000212,INDOLO-KUBAN,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Oligocene,,CZ_PG_OLI,3000,0.91,Structural,Anticline,,"1, 2, 3, 38, 127",
giant_oil_and_gas_fields_of_the_world_co_yxz.328,POINT (124.92444 28.3575),326,Chunxiao,,G,ASIA AND OCEANIA,China,,28.3575,124.92444,B,Offshore,1995,Gas,Giant,585,419.401,20,3,65,313.535,428.273,516.395,3109,East China Sea Basin,BS000000489,EAST CHINA SEA,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Eocene,,CZ_PG_EOC,9432,2.88,Structural,Anticline,,"3, 9, 4",
giant_oil_and_gas_fields_of_the_world_co_yxz.983,POINT (-40.31 -24.56),981,Etna,,B,CENTRAL AND SOUTH AMERICA,Brazil,,-24.56,-40.31,D,Offshore,2010,Oil,Giant,500,500,500,-99999.99,-99999.99,500,500,500,6036,Santos Basin,BS000000061,SANTOS,TYPE 1,,UNKNOWN,,Unknown,,,,,-99999.99,-99999.99,Unknown,,,1195,
giant_oil_and_gas_fields_of_the_world_co_yxz.330,POINT (-95.833333 29.5),328,Katy,,A,NORTH AMERICA,United States,USA - Texas,29.5,-95.833333,B,Onshore,1934,Gas,Giant,1020,161.589,20,6,-99999.99,7.977,90.203,386.587,5047,Western Gulf,BS000000271,WEST GULF COAST TERTIARY,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,6775,2.07,Structural,Anticline,,"1, 2, 355, 356",
giant_oil_and_gas_fields_of_the_world_co_yxz.331,POINT (-133.5 68.666667),329,Parsons Lake,,A,NORTH AMERICA,Canada,Canada - Arctic Islands,68.666667,-133.5,B,Onshore,1978,Gas,Giant,583.333,583.333,-99999.99,3.5,-99999.99,583.333,583.333,583.333,5239,Mackenzie Delta,BS000000344,BEAUFORT - MACKENZIE,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,-99999.99,-99999.99,Structural,Anticline,,"2, 7, 215, 217, 890, 952",
giant_oil_and_gas_fields_of_the_world_co_yxz.332,POINT (148.233333 -38.233333),330,Marlin,,G,ASIA AND OCEANIA,Australia,,-38.233333,148.233333,B,Offshore,1966,Gas,Giant,866,268.58,-99999.99,3.6,266,62.208,232.104,511.427,3930,Gippsland Basin,BS000000519,GIPPSLAND,TYPE 1,,SANDSTONE,,Cenozoic,Paleogene,Paleocene,,CZ_PG_PAL,7050,2.15,Structural,Anticline,,"1, 2, 160",
giant_oil_and_gas_fields_of_the_world_co_yxz.333,POINT (79.652622 66.822278),331,Zapolyarnoye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,66.822278,79.652622,A,Onshore,1965,Gas,Supergiant,21192.667,6416.776,320,121,706,1420.424,5486.581,12343.322,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,Upper Cretaceous,,MZ_CT_U,3671,1.12,Structural,Anticline,,"1, 2, 3, 38, 779, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.334,POINT (63.444819 40.129725),332,Gazli,Gazlinskoye,D,EASTERN EUROPE AND FORMER USSR,Uzbekistan,,40.129725,63.444819,A,Onshore,1956,Gas,Giant,2800.817,690.479,26.54,16.603,7,100.611,530.843,1439.983,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,1772,0.54,Structural,Anticline,,"1, 2, 3",
giant_oil_and_gas_fields_of_the_world_co_yxz.335,POINT (60.915261 41.072633),333,Achak,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,41.072633,60.915261,A,Onshore,1966,Gas,Giant,931.667,288.945,-99999.99,5.59,-99999.99,66.925,249.704,550.207,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,5560,1.7,Structural,Anticline,,"1, 2, 127, 825",
giant_oil_and_gas_fields_of_the_world_co_yxz.336,POINT (61.308761 40.792744),334,Naipskoye,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,40.792744,61.308761,A,Onshore,1970,Gas,Giant,1333.333,456.387,-99999.99,8,-99999.99,126.373,410.484,832.304,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,6500,1.98,Structural,Anticline,,"2, 38, 763, 828",
giant_oil_and_gas_fields_of_the_world_co_yxz.337,POINT (60.95 41.116667),335,Odzhak,,D,EASTERN EUROPE AND FORMER USSR,Turkmenistan,,41.116667,60.95,B,Onshore,1966,Gas,Giant,500,155.069,-99999.99,3,-99999.99,35.917,134.009,295.281,1154,Amu-Darya Basin,BS000000066,AMU-DAR'YA,TYPE 2,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,-99999.99,-99999.99,Structural,Anticline,,"3, 38",
giant_oil_and_gas_fields_of_the_world_co_yxz.338,POINT (66.916667 70.833333),336,Bol'shoy Kruzenshtern,,D,EASTERN EUROPE AND FORMER USSR,Russia,,70.833333,66.916667,B,Onshore,1976,Gas,Giant,2066.667,827.364,-99999.99,12.4,-99999.99,296.869,783.282,1401.94,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3721,1.13,Structural,Anticline,,"2, 3, 38, 741, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.339,POINT (72.716667 67.466667),337,Kharvutin,,D,EASTERN EUROPE AND FORMER USSR,Russia,,67.466667,72.716667,B,Offshore,1976,Gas,Giant,666.667,266.892,-99999.99,4,-99999.99,95.764,252.671,452.239,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,4000,1.22,Structural,Anticline,,"2, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.340,POINT (76.671117 64.560847),338,Komsomol',,D,EASTERN EUROPE AND FORMER USSR,Russia,,64.560847,76.671117,A,Onshore,1966,Gas,Giant,2666.667,827.035,-99999.99,16,-99999.99,191.557,714.715,1574.833,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,2875,0.88,Structural,Anticline,,"1, 2, 119, 129, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.341,POINT (65.609167 72.333611),339,Leningrad,Kara,D,EASTERN EUROPE AND FORMER USSR,Russia,,72.333611,65.609167,B,Offshore,1990,Gas,Supergiant,9173.967,5560.243,-99999.99,55,7,3477,5647.821,7555.908,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3606,1.1,Structural,Anticline,,"3, 38, 107, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.342,POINT (40.103014 44.6109),340,Maykop,,D,EASTERN EUROPE AND FORMER USSR,Russia,,44.6109,40.103014,A,Onshore,1909,Gas,Giant,536.667,54.846,-99999.99,3.22,-99999.99,0.742,19.958,143.836,1108,Azov-Kuban Basin,BS000000212,INDOLO-KUBAN,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,8500,2.59,Structural,Anticline,,"1, 2, 73, 752, 753",
giant_oil_and_gas_fields_of_the_world_co_yxz.343,POINT (73.833333 67.333333),341,Medvezh'ye,,D,EASTERN EUROPE AND FORMER USSR,Russia,,67.333333,73.833333,B,Offshore,1966,Gas,Giant,4939.833,1532.031,-99999.99,29.639,-99999.99,354.847,1323.966,2917.28,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3369,1.03,Structural,Anticline,,"1, 2, 3, 38, 746, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.344,POINT (82.5 69.333333),342,Messoyakha,,D,EASTERN EUROPE AND FORMER USSR,Russia,,69.333333,82.5,B,Onshore,1967,Gas,Giant,2333.333,741.425,-99999.99,14,-99999.99,179.64,647.425,1397.211,1175,Yenisey-Khatanga Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3000,0.91,Structural,Anticline,,"1, 2, 3, 755, 757, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.345,POINT (69.75 69.833333),343,Neytin,,D,EASTERN EUROPE AND FORMER USSR,Russia,,69.833333,69.75,B,Onshore,1975,Gas,Giant,666.667,259.811,-99999.99,4,-99999.99,89.353,244.066,446.014,1174,West Siberian Basin,BS000000311,SOUTH KARA/YAMAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,2000,0.61,Structural,Anticline,,"2, 757, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.346,POINT (73 66.5),344,Nyda,,D,EASTERN EUROPE AND FORMER USSR,Russia,,66.5,73,B,Onshore,1967,Gas,Giant,583.333,185.356,-99999.99,3.5,-99999.99,44.91,161.856,349.303,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3750,1.14,Structural,Anticline,,"1, 2, 758, 914",
giant_oil_and_gas_fields_of_the_world_co_yxz.347,POINT (76.011853 67.123533),345,Severo Urengoy,,D,EASTERN EUROPE AND FORMER USSR,Russia,,67.123533,76.011853,A,Onshore,1971,Gas,Supergiant,5833.333,2047.963,-99999.99,35,-99999.99,592.555,1859.186,3692.149,1174,West Siberian Basin,BS000000306,CENTRAL SUB-BASIN - WEST SIBERIA,TYPE 1,,SANDSTONE,,Mesozoic,Cretaceous,,,MZ_CT,3622,1.1,Structural,Anticline,,"2, 3, 38, 129, 130, 914",
